study,group,tissue,cellType,gene1,gene2,is_marker
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),HMGN2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),HNMT,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),HSPE1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),IFI6,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),IGFBP2,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),IL1B,116,yes
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),IL1RN,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),ISG15,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),JUN,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),LAPTM4A,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),LMNA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),LRRFIP1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),MCL1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),MDH1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),MNDA,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),OST4,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),PPARG,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),PPT1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),PTPRC,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),RHOB,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),RNF149,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),RTN4,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),SCP2,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),SLC11A1,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),SSB,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),STMN1,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),TMEM50A,2,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),TMEM59,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),TPM3,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),UQCRH,1,no
HCA.human_disease.PulmonaryFibrosisGSE135893,disease,Lung,Kuppfer Cells(Macrophage),VAMP8,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,CCNI,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,CD48,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,CD8A,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,CD8B,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,CNBP,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,COX7C,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,FYB1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,GIMAP4,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,GIMAP7,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,GPSM3,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,GZMK,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,H3F3A,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,HINT1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,HNRNPA2B1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,HSP90AB1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,IL7R,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,LAPTM5,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,OST4,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,PCBP1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,PPIA,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,PTPRC,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,RPS18,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,RPS20,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,RPS23,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,SARAF,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,SELL,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,SLC25A6,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,TCF7,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,TMA7,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,TOMM7,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,TRBC2,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,TSC22D3,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,UQCRB,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Blood,Immune Cells-T Cell-Cd8+ T Cell,YBX1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Cerebrospinal Fluid,Immune Cells-T Cell-Cd8+ T Cell,ATP5MG,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Cerebrospinal Fluid,Immune Cells-T Cell-Cd8+ T Cell,CD8B,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Cerebrospinal Fluid,Immune Cells-T Cell-Cd8+ T Cell,HINT1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:MS5,disease,Cerebrospinal Fluid,Immune Cells-T Cell-Cd8+ T Cell,SERF2,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,AIF1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,CCNI,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,CD74,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,CEBPD,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,COX7C,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,DBI,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,EIF3H,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,GNG5,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,HINT1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,HLA-B,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,HLA-C,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,LST1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,MTDH,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,NPM1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,OST4,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,PNRC1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,PPIA,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RACK1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RNF130,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL10,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL11,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL14,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL22,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL24,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL30,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL31,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL32,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL39,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL5,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPL7,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPS27A,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPS7,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,RPSA,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,SERP1,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,SLC25A5,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,SLC25A6,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,VAMP8,1,no
HCA.human_normal+disease.TCellsHumanCentralNervousSystem:healthy6,normal,Cerebrospinal Fluid,Immune Cells-Macrophage,YBX1,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,ACAP3,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,AGTRAP,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,AURKAIP1,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,C1orf174,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CAMTA1,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CCNL2,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CDK11A,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CDK11B,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CEP104,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CLCN6,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,CLSTN1,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,DDI2,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,DFFA,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,DHRS3,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,DNAJC16,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,DVL1,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,EXOSC10,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,FBXO2,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,FBXO42,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,FBXO44,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,GNB1,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,H6PD,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,HES4,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,ICMT,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,INTS11,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,KAZN,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,KIAA2013,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,KIF1B,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,LINC01128,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,LZIC,2,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MAD2L2,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MEGF6,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MIB2,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MIIP,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MRPL20,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MTATP6P1,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MTOR,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,MXRA8,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,NADK,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,NOC2L,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,NOL9,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PER3,2,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PEX10,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PEX14,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PIK3CD-AS2,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PLEKHM2,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PLOD1,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PRDM2,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,PRKCZ,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,RER1,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,RERE,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,SKI,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,SLC35E2A,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,SLC35E2B,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,SPEN,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,SRM,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,SZRD1,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,TARDBP,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,TNFRSF14,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,TP73-AS1,6,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,TPRG1L,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,UBE2J2,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,UBE4B,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,VAMP3,2,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,VPS13D,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Endothelial Cell-Vascular Endothelial Cells,VWA1,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,ARHGAP29,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,DHRS3,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,ECHDC2,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,GNB1,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,HSPG2,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,JAK1,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,NBL1,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,NEGR1,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,PTGFR,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,TMEM50A,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Enteroendocrine Cells,WASF2,1,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,ACOT7,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,ATAD3A,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,AURKAIP1,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,C1orf167,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,CAMTA1,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,CCNL2,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,CDK11B,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,DDI2,4,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,DFFA,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,DHRS3,3,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,DNAJC16,5,no
HCA.human_normal.AtlasOfHumanIntervertebralDisc,normal,Bone,Erythrocyte,FBXO44,4,no
